@relation QueryResult-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R3

@attribute sentence string
@attribute isRelevant {0,1}

@data
'If we totally change a Query\'s API, does that push all the responsibility of the\nAPI designer to deal with serialization backwards compat?',1
'APIs are difficult enough\nas-is just for java consumers.',1
'This seems similar to the java serialization issue (which we removed for this reason).',1
'Can\'t the serialization be totally independent?',1
'Now you\'ve got me thinking.',0
'Several points:\nFirst, Jackson is far, far, less implementation-sensitive than the built-in Java serialization.',1
'It looks at the public API of constructors, getters, and setters.',1
'How likely are you to change the API in a way that invalidates the idea that a TermQuery consists of a term name and a value?',1
'Second, this is not about long-term persistence.',1
'I\'d be happy to document it as \'do not expect to move one of these across versions.\'',1
'It\'s most obvious application is to move arbitrary queries around in SolrCloud.',1
'However, thirdly, you want it independent?',1
'I can make it independent.',1
'Here\'s how.',0
'Let\'s assume that you are willing to state the same sort of invariants for a query object that are embodied in parser support.',1
'Once you make a parser for something, you\'ve promised that it has (at least) a particular set of inputs until the next major version, yes?',1
'So, for each Query object class, make a Jackson mixin class, that maps the \'official inputs\' to the current collection of setters/constructor arguments.',1
'Want to re-wrangle the query classes?',1
'If you actually change the constructors/setters that you would use in a query parser for a particular query, you then have to change the mixin class.',1
'If it were up to me, I\'d start by annotating the actually classes themselves with Jackson @nnotations for this purpose, and only create mixins when and if an incompatible change happened, but I\'m not really opinionated.',1
'Would it be sensible to start to concoct a contrib module with all the jackson in it, accompanied by benign \'add a few getters and setters\' classes to the queries?',1
'\nFirst, Jackson is far, far, less implementation-sensitive than the built-in Java serialization.',1
'It looks at the public API of constructors, getters, and setters.',1
'How likely are you to change the API in a way that invalidates the idea that a TermQuery consists of a term name and a value?',1
'TermQuery currently has a bogus constructor today:\n\n\n/** Expert: constructs a TermQuery that will use the\n  *  provided docFreq instead of looking up the docFreq\n  *  against the searcher.',1
'*/\npublic TermQuery(Term t, int docFreq) {\n\n\nIts bogus because some scoring models may not use docFreq at all (e.g.',1
'language modelling): I know why it exists (for one contrib query), I think we have a plan to fix it, but its just not yet done... like many things \nBut thats an example of one I think is fair to remove in a minor release: besides being bogus, its documented as Expert, \nso its fair game.',1
'I\'m just bringing this up as a counterexample...',1
'I thought serialization was harmless before myself\nuntil I tried to make useful changes (like yanking vector-space model out of the scoring system) and was\ntotally blocked by serialization.',1
'So I\'m gonna be suspicious of the word no matter what \n\nIf it were up to me, I\'d start by annotating the actually classes themselves with Jackson @nnotations for this purpose, and only create mixins when and if an incompatible change happened, but I\'m not really opinionated.',1
'Are these annotations in java 6 API?',0
'Annotations are no different than other pieces of code, they are an additional\nresponsibility.',1
'As far as @Deprecated, we fail the build if we add @deprecated javadocs but forget it, as far as\n@Override, well nothing automated yet, but we should be somehow enforcing that as well.',1
'Besides the fact we don\'t\nwant to add any dependencies to the lucene core, how would we know such annotations were correct?',1
'Would it be sensible to start to concoct a contrib module with all the jackson in it, accompanied by benign \'add a few getters and setters\' classes to the queries?',1
'Don\'t let me get in your way: I\'m just the devil\'s advocate when i hear serialization.',1
'As far as adding getters and setters\nto queries I\'m not sure if they are benign or not without us looking at them.',1
'For example, AutomatonQuery and all of its\nsubclasses: Wildcard, Regexp, etc are totally immutable once created.',1
'This is for good reasons so I don\'t think we should\nadd any setters to these classes, and the stuff it stores internally shouldn\'t be accessible via a getter.',1
'Rob,\nThese are not Java annotations, they are specific to Jackson.',0
'(Though Jackson will pay attention to the JAX-B annotations in Java 6, I fear that this is a cure worse than the disease.)',1
'So hanging them on the real classes makes for a hard dependency on Jackson to compile, and I\'m not sure myself that this is a good idea in the middle of Lucene.',1
'If I stick to the mixin approach, no annotation are needed at all.',1
'As for the rest, I think that we agree.',1
'The point of the annotations is to only serialize the stuff that makes up the plausible, stable, sort of attributes that you would support in a parser syntax.',1
'(though I suppose someone might want to SolrCloudify some really expert complexity), and the selective annotation avoids the rest.',1
'So I\'m going to sketch something out and we\'ll all see what it looks like.',0
'Yeah a sketch (maybe just Term and Boolean or something ?)',1
'would be cool, maybe my paranoia\nis unjustified... then we could see what it actually would need to look like and think about\nthe backwards-compatibility/API costs etc would be.',1
'Add accessor to BooleanQuery.java to allow serializing \'disable-coord\'.',1
'My only comment on that: it would help perpetuate this inverted \'disable/omit\' stuff\nthat i just cant stand.',1
'I really wish BQ had \'enableCoord\' in the ctor with true as\nthe default: of course a horrible thing to try to fix but we were able to fix this\nfor omitTF etc so I\'m not yet losing hope.',1
'git://github.com/bimargulies/lucene-json-qp.git\nRob, here you will find the promised look at how this works.',1
'No QP yet, that\'s the easy part.',1
'Apologies for the Maven project, but that\'s what I do quickly.',0
'No patches to core required at all yet.',0
'if you run the unit test, you will see what the json looks like.',0
'Concise, no surprise, it\'s not.',1
'The query integration at a glance looks very non-invasive from my perspective!',1
'I think we should pursue this?',1
'We might run into some tricky parts but we could\nhave this component as a separate pluggable module with probably minimal changes\nto the core Query apis right?',1
Right.,1
'The tiny patch is an example of the sort of change, and I think it\'s always good to have \'getters\'.',1
'In fact, I don\'t even need that patch for the code to work, but i thought it was a good idea.',1
'I\'ll continue to set this up.',0
'Let me know when/how/if you want it shaped to go into the tree somewhere.',0
'I think if it works for you, just iterate in your github and ping the issue when you make progress?',0
'Otherwise we worry too much about where/how the code sits when that isn\'t really so important\nat this stage.',0
'As far as final integration, I think there are a number of ways to do it but its really\nunrelated to making progress here.',0
'One suggestion might be to split queryparser/ module\nlike analyzers/ so we have:\n\nclassic/ [including things based on it: complexPhrase, ext, analyzing]\nflexible/ [including precedence which is based on it]\nxml/\njson/\n\nThis could probably make things less confusing, as currently queryparser/ is a mix of\ndifferent frameworks with different dependencies (e.g.',1
'xml depends on queries/ and sandbox/,\nbut the others dont, and json will depend on jackson and maybe other stuff, etc, etc).',0
'And then finally, probably a followup issue to do solr integration (i\'m more fuzzy on that).',1
'Lots of tests write to std streams currently (solr).',1
'We could do that fairly easily (in a number of ways) but it\'ll break a number of tests.',1
'I think it\'s fine if tests write to the std streams, but not core Lucene code (lucene/core/src/java/*)?',1
'This is possible by verifying where System.out takes place at runtime via stack analysis.',1
'Alternatively a bytecode woven aspect.',1
'But at the same time it could also be a find-and-grep over sources?',1
'Comments would have to be removed in the pipeline prior to grepping for sysouts.',1
'Checking all sysouts/syserrs and verifying stack traces there seems like an overkill compared to the above.',1
findbugs?,0
checkstyle?,0
'Don\'t we now fail if there is a noncommit in the src?',1
'Can\'t we use the same mechanism?',1
'Some core code legitimately uses System.out.println, e.g.',1
CheckIndex.,1
'However on review, some of its use cases should actually be System.err...',1
'I removed the std prints in lucene/core/src/java that I could find on quick grepping.',1
'I\'ll leave this open so we can somehow automatically catch this...',1
'I took a guess that one way would be to replace the System IO streams with ones that will throw exceptions.',1
'It requires cglib, and might (due to the abuse of sun.reflect.Reflection to get the callee efficiently) be sun hotspot specific.',1
'I guess this is not perfect, it would only error out if the code is called\nIf there is thought to this being a good thing I could look into how to wire it up to the unit-tests',1
'Helps if I upload the right version',1
'You can just as well substitute your own implementation of PrintStream using System.setOut/setErr and check stacks on printlns...',1
'But I agree with Benson that a static analysis approach is much cleaner.',1
